Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
day1_emma_1_21113a62	e__	Yeah, until he flashes that grin of his again. We’ll see how long that ‘peace’ lasts.	game/story_scripts/day1_emma.rpy	127	e__ "[what]"
day1_emma_1_c8d985eb		{i}The quiet of the estate felt calming, but my mind was far from peaceful. My thoughts drifted back to Alex, the tension between us, and the mess we were in.	game/story_scripts/day1_emma.rpy	128	"[what]"
day1_emma_1_eb9ac161	e__	Oh please, like scrolling through your phone will magically fix your life. You need to stop thinking about him, girl. He’s only going to mess you up again.	game/story_scripts/day1_emma.rpy	130	e__ "[what]"
day1_emma_1_40090ee6	e_	She’s right. Why do I even care? This was supposed to be my time, my space to think clearly. And here I am, still caught up in it.	game/story_scripts/day1_emma.rpy	131	e_ "[what]"
day1_emma_1_f03e4b19		{i}The light sound of footsteps on gravel snapped me out of my thoughts. Before I could turn around, a deep voice cut through the silence.	game/story_scripts/day1_emma.rpy	132	"[what]"
day1_emma_1_d193c1c9	v	Excuse me, are you Emma?	game/story_scripts/day1_emma.rpy	134	v "[what]"
day1_emma_1_7370c225		{i}I blinked, caught off guard. I looked up from my phone and saw a man standing behind me.	game/story_scripts/day1_emma.rpy	135	"[what]"
day1_emma_1_1cf2b8b7	e_	Who the hell is this guy? And how does he know my name?	game/story_scripts/day1_emma.rpy	136	e_ "[what]"
day1_emma_1_8e4dccd1	e__	Well, hello there, mystery man. Is he a stranger or a stalker? Either way, this just got interesting.	game/story_scripts/day1_emma.rpy	137	e__ "[what]"
day1_emma_1_3ce72415	e	Uh, yeah, that’s me. Do I... know you?	game/story_scripts/day1_emma.rpy	138	e "[what]"
day1_emma_1_29663376	v	I'm Victor. I work for Mrs. Isabella. She asked me to come here today.	game/story_scripts/day1_emma.rpy	139	v "[what]"
day1_emma_1_9cdfdd94	e_	Okay, so not a stalker. But still, why does he know my name? And why do I feel like there’s more to him than just a guy doing his job?	game/story_scripts/day1_emma.rpy	140	e_ "[what]"
day1_emma_1_46f91627		{i}I watched Victor closely, still unsure what to make of him. He seemed... charming, but in that polished, almost rehearsed way.	game/story_scripts/day1_emma.rpy	142	"[what]"
day1_emma_1_6ab568a5		{i}His easy smile and casual demeanor didn't quite sit right with me. I returned his smile, though, keeping up the act.	game/story_scripts/day1_emma.rpy	143	"[what]"
day1_emma_1_7f9876b1	v	Isabella speaks of you, you know. Said you were full of spirit.	game/story_scripts/day1_emma.rpy	145	v "[what]"
day1_emma_1_37736606	e_	Spirit? That’s one way to put it. Isabella’s first impression wasn’t exactly glowing, but sure, let’s play along.	game/story_scripts/day1_emma.rpy	146	e_ "[what]"
day1_emma_1_8b8829d7	e	Oh really? That’s nice to hear. I didn’t expect her to mention me.	game/story_scripts/day1_emma.rpy	148	e "[what]"
day1_emma_1_7a91c7e7		{i}I forced another smile, remembering how my first encounter with Isabella had left me more annoyed than anything.	game/story_scripts/day1_emma.rpy	149	"[what]"
day1_emma_1_62fd98af		{i}Something about her screamed arrogance, and I wasn’t in the mood to deal with her attitude. But Victor didn’t need to know that.	game/story_scripts/day1_emma.rpy	150	"[what]"
day1_emma_1_277a6f5f	e__	Of course she talks about you. She’s probably sizing you up, competition-style. Don’t trust her for a second.	game/story_scripts/day1_emma.rpy	151	e__ "[what]"
day1_emma_1_36bf323a	e	Victor seems fine, but Isabella... yeah, I’m not convinced.	game/story_scripts/day1_emma.rpy	152	e "[what]"
day1_emma_1_8d9bab2d	v	Yeah, she’s a force to be reckoned with in the modeling world.	game/story_scripts/day1_emma.rpy	154	v "[what]"
day1_emma_1_7a89a5cf	v	I’m her personal stylist, so I get to see that firsthand. Every outfit, every look, it’s a process. She takes it seriously.	game/story_scripts/day1_emma.rpy	155	v "[what]"
day1_emma_1_4ff6e432	e	I can tell. She has that... perfectionist vibe.	game/story_scripts/day1_emma.rpy	157	e "[what]"
day1_emma_1_fee8c536	e__	Perfectionist? Try controlling. Bet she’s a nightmare when something’s out of place.	game/story_scripts/day1_emma.rpy	158	e__ "[what]"
day1_emma_1_b34ee7dc		{i}I kept my tone light, though my mind was racing with thoughts of how insufferable Isabella must be in private. But Victor seemed genuine enough, and I didn’t want to make waves just yet.	game/story_scripts/day1_emma.rpy	159	"[what]"
day1_emma_1_023be03e	e	So, are you here to see Isabella?	game/story_scripts/day1_emma.rpy	160	e "[what]"
day1_emma_1_dac9b010	v	Yep. She wanted to go over some looks for an upcoming shoot. I wasn’t supposed to be here today, but she insisted.	game/story_scripts/day1_emma.rpy	162	v "[what]"
day1_emma_1_eb47486f		{i}That sounds about right. Isabella seems like the type to pull people into her orbit, whether they want to be there or not.	game/story_scripts/day1_emma.rpy	163	"[what]"
day1_emma_1_826d2879	e	She has that effect on people, huh?	game/story_scripts/day1_emma.rpy	164	e "[what]"
day1_emma_1_f4bd188f	v	You could say that.	game/story_scripts/day1_emma.rpy	165	v "[what]"
day1_emma_1_3356ed82		{i}Though I could tell Victor wasn’t entirely sold on the conversation either. I was playing nice, but my gut told me to keep an eye on both of them.	game/story_scripts/day1_emma.rpy	166	"[what]"
day1_emma_1_3e37386e	e	I'll take you to her room.	game/story_scripts/day1_emma.rpy	168	e "[what]"
day1_emma_1_2333cc4d	v	You lead the way. You know the mansion better than I do.	game/story_scripts/day1_emma.rpy	169	v "[what]"
day1_emma_1_b6e23b0a	e_	Stylish, charming… a bit too charming, maybe,	game/story_scripts/day1_emma.rpy	171	e_ "[what]"
day1_emma_1_5fb3f0fa	e	So, you work with Isabella a lot, huh?	game/story_scripts/day1_emma.rpy	172	e "[what]"
day1_emma_1_e3723c02		{i}Victor chuckled, his smile widening as he looked at her.	game/story_scripts/day1_emma.rpy	173	"[what]"
day1_emma_1_a96bfb95	v	Oh, yes. She's quite the perfectionist, but that's what makes her so good at what she does. Always pushing boundaries, always demanding the best.	game/story_scripts/day1_emma.rpy	174	v "[what]"
day1_emma_1_42ef1fd6	e_	Perfectionist? Yeah right, she’s more like an ice queen playing everyone around her.	game/story_scripts/day1_emma.rpy	177	e_ "[what]"
day1_emma_1_da2052a5	e_	And what’s with this guy? Does he really think I didn’t catch that little smirk?	game/story_scripts/day1_emma.rpy	178	e_ "[what]"
day1_emma_1_d79c9960		{i}Emma felt her stirring, that voice inside her head ready to snap back, but she held it in. Instead, she played it cool.	game/story_scripts/day1_emma.rpy	179	"[what]"
day1_emma_1_0b02ee8f	e	Sounds like she's a handful. I didn’t exactly get the warmest reception from her.	game/story_scripts/day1_emma.rpy	180	e "[what]"
day1_emma_1_b28bf557	v	She can be intense, but trust me, when you’re in her circle, she’s loyal. Maybe she’s just feeling you out.	game/story_scripts/day1_emma.rpy	181	v "[what]"
day1_emma_1_851742a1		{i}As they approached the grand staircase, Victor slowed down, glancing at the decor, seemingly admiring the place. Emma noticed how his gaze lingered a bit too long on certain details.	game/story_scripts/day1_emma.rpy	183	"[what]"
day1_emma_1_94195f5f	e_	Victor, you’re definitely hiding something. What exactly are you playing at?	game/story_scripts/day1_emma.rpy	184	e_ "[what]"
day1_emma_1_7370f726	e__	You should ask him something that catches him off guard. Test his loyalty to his 'queen'.	game/story_scripts/day1_emma.rpy	185	e__ "[what]"
day1_emma_1_5e8aca86	e_	Stay cool,	game/story_scripts/day1_emma.rpy	186	e_ "[what]"
day1_emma_1_47947a63	e	So, you’re here to see Isabella? Busy with another photoshoot?	game/story_scripts/day1_emma.rpy	187	e "[what]"
day1_emma_1_9ff59a2a	v	You could say that. Isabella likes to keep things under wraps until the last moment, but we’re planning something big. Should be a spectacle.	game/story_scripts/day1_emma.rpy	188	v "[what]"
day1_emma_1_39778a34	e	Here we are.	game/story_scripts/day1_emma.rpy	190	e "[what]"
day1_emma_1_42e8cdf4	v	Thanks. It’s always a maze in here.	game/story_scripts/day1_emma.rpy	192	v "[what]"
day1_emma_1_862bd7fb	i	Victor, darling... You're finally here.	game/story_scripts/day1_emma.rpy	197	i "[what]"
day1_emma_1_6fd27a72		{i}Her voice had that smoothness, but the edges... they were razor-sharp. Her eyes shifted between me and him, calculating, but I kept my cool.	game/story_scripts/day1_emma.rpy	198	"[what]"
day1_emma_1_75ddc200	v	Hey, Izzy.	game/story_scripts/day1_emma.rpy	199	v "[what]"
day1_emma_1_88a08395	e_	God, Isabella's confidence... dripping with a kind of power, no wonder she has all the guys wrapped around her finger,	game/story_scripts/day1_emma.rpy	200	e_ "[what]"
day1_emma_1_784ee4f5		{i}He greeted her casually, but I noticed the way his voice softened just for her. Subtle. But it was there.	game/story_scripts/day1_emma.rpy	201	"[what]"
day1_emma_1_7b68ddf6	i	Come in,	game/story_scripts/day1_emma.rpy	203	i "[what]"
day1_emma_1_90cc8ddb		{i}She stepped back, letting Victor in. She glanced at me briefly before pulling the door wider.	game/story_scripts/day1_emma.rpy	204	"[what]"
day1_emma_1_ea67cc79	i	Thanks for bringing him up, Emma,	game/story_scripts/day1_emma.rpy	206	i "[what]"
day1_emma_1_cd8a0b12		{i}Isabella's tone was flat, almost dismissive. Like I was the help or something.	game/story_scripts/day1_emma.rpy	207	"[what]"
day1_emma_1_d4207d46	e	Of course, Isabella.	game/story_scripts/day1_emma.rpy	208	e "[what]"
day1_emma_1_7b2ab927	e_	God, what a snake. Perfect match, those two.	game/story_scripts/day1_emma.rpy	211	e_ "[what]"
day1_emma_1_01cf71de	e_	Guess I'm the only one playing fair in this twisted little game, huh?	game/story_scripts/day1_emma.rpy	212	e_ "[what]"
day1_emma_1_d88fcb1d	e__	But honestly? Where's the fun in that...	game/story_scripts/day1_emma.rpy	213	e__ "[what]"
day1_emma_1_ddeefb27		{i}I step outside into the garden, the air cooler now as the sun dips lower. The grass crunches softly under my feet as I wander toward the fountain.	game/story_scripts/day1_emma.rpy	215	"[what]"
day1_emma_1_d465fc47	e_	It’s quiet out here, peaceful almost, but I can never really enjoy peace, can I?	game/story_scripts/day1_emma.rpy	218	e_ "[what]"
day1_emma_1_4ccf80f4	e__	You don’t deserve peace. Not yet.	game/story_scripts/day1_emma.rpy	219	e__ "[what]"
day1_emma_1_537d4957		{i}I close my eyes, letting the breeze brush against my skin, trying to let the calm wash over me.	game/story_scripts/day1_emma.rpy	221	"[what]"
day1_emma_1_24fd96b0		{i}But it doesn’t stick. My thoughts swirl—Victor, Isabella, this ridiculous mansion and its web of lies.	game/story_scripts/day1_emma.rpy	222	"[what]"
day1_emma_1_a1f668c2		{i}But then there’s the other part of me. The one that isn’t content just to watch. The one that wants to burn it all down and see what happens.	game/story_scripts/day1_emma.rpy	224	"[what]"
day1_emma_1_dcb1dbc1	e_	Maybe that’s what this place needs,	game/story_scripts/day1_emma.rpy	225	e_ "[what]"
day1_emma_1_b3b36a12		{i}I whisper to myself, almost hoping someone will hear, but knowing they won’t.	game/story_scripts/day1_emma.rpy	226	"[what]"
day1_emma_1_726b8078	e__	Chaos. Fire. Let’s see how long they can keep their masks on when everything falls apart.	game/story_scripts/day1_emma.rpy	227	e__ "[what]"
day1_emma_1_e9914925	e_	There’s something about this garden, though. It’s too perfect, too ordered.	game/story_scripts/day1_emma.rpy	228	e_ "[what]"
day1_emma_1_9067b57d	e_	Like the rest of the house. Every blade of grass cut just right, every flower arranged in perfect harmony. It almost makes me sick.	game/story_scripts/day1_emma.rpy	230	e_ "[what]"
day1_emma_1_4a84d804	e_	Like I don’t belong in this perfect world.	game/story_scripts/day1_emma.rpy	231	e_ "[what]"
day1_emma_1_669e4405	e_	Why am I even here? Surrounded by all this fake tranquility,	game/story_scripts/day1_emma.rpy	233	e_ "[what]"
day1_emma_1_0db96d38	e__	You’re pretending, you know. Just like the rest of them. Look at this place—it’s too perfect. Too clean. How long until it cracks? How long until *you* crack?	game/story_scripts/day1_emma.rpy	234	e__ "[what]"
day1_emma_1_a4baa7e2	e	All of this, it’s just a pretty mask,	game/story_scripts/day1_emma.rpy	235	e "[what]"
day1_emma_1_59f16191		{i}I whispered.	game/story_scripts/day1_emma.rpy	236	"[what]"
day1_emma_1_4d5a7263	e__	A mask, yeah. Like yours. Keep smiling, darling, they can’t see what's underneath.	game/story_scripts/day1_emma.rpy	237	e__ "[what]"
day1_emma_1_022039a5		{i}I was still wrapped in my thoughts when I felt something unexpected.	game/story_scripts/day1_emma.rpy	238	"[what]"
day1_emma_1_d8fcf5c4		{i}A hand—firm, confident—landed on my shoulder, sending a jolt through my body.	game/story_scripts/day1_emma.rpy	241	"[what]"
day1_emma_1_6f3ace31		{i}For a split second, I froze, the calm of the garden shattered.	game/story_scripts/day1_emma.rpy	242	"[what]"
day1_emma_1_a8dd17b4	e_	Damn. How did he manage to get so close without me noticing? I really should be more aware of my surroundings.	game/story_scripts/day1_emma.rpy	245	e_ "[what]"
day1_emma_1_9052a0b9	d	All of this... just a beautiful mask, Emma?	game/story_scripts/day1_emma.rpy	246	d "[what]"
day1_emma_1_818a42ab		{i}His voice dripped with intrigue, almost playful. But I could sense the curiosity beneath it.	game/story_scripts/day1_emma.rpy	247	"[what]"
day1_emma_1_bbebd8b6	e_	Oh, crap. He must have heard me muttering to myself.	game/story_scripts/day1_emma.rpy	248	e_ "[what]"
day1_emma_1_15913002		{i}I could barely remember what I’d said—something bitter, likely—but now, faced with that question, I needed to play it cool. Don't flinch, Emma.	game/story_scripts/day1_emma.rpy	249	"[what]"
day1_emma_1_462cfe0c	e	Oh... you know me, Daniel. Always thinking out loud. A mask? Maybe... or maybe it's just who I am today.	game/story_scripts/day1_emma.rpy	250	e "[what]"
day1_emma_1_12cc488e	d	Ah, but masks are so interesting, don’t you think? They can hide so much... or maybe reveal more than we expect.	game/story_scripts/day1_emma.rpy	251	d "[what]"
day1_emma_1_2bfcc0e6		{i}I felt his hand tighten slightly on my shoulder, a gesture meant to appear casual, but it held a certain... weight.	game/story_scripts/day1_emma.rpy	252	"[what]"
day1_emma_1_6f431f41		{i}I could sense him trying to reel me in, and I wasn't sure if I liked where this was going. The garden, once my little retreat from everything, suddenly felt too small.	game/story_scripts/day1_emma.rpy	254	"[what]"
day1_emma_1_6847b09e	e	Depends on who's wearing it, I guess.	game/story_scripts/day1_emma.rpy	255	e "[what]"
day1_emma_1_01a7afa3	d	You know, this place... it always reminds me of the old days with Alex. Back when we were... less complicated.	game/story_scripts/day1_emma.rpy	257	d "[what]"
